UB Holdings,http://www.moneycontrol.com/india/stockpricequote/trading/unitedbreweriesholdings/UBH
Ube Industries,http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/ubeindustries/UI12
UCAL Fuel,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/ucalfuelsystems/UFS
UCAL Power Sys,http://www.moneycontrol.com/india/stockpricequote/electricequipment/ucalpowersystems/UPS
UCIL Leasing,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ucilleaisng/UL
UCO Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/ucobank/UCO
Udaipur Cement,http://www.moneycontrol.com/india/stockpricequote/cementmajor/udaipurcementworks/JKU
Udaipur Phos,http://www.moneycontrol.com/india/stockpricequote/fertilisers/udaipurphosphatesfertilizers/UPF
Uday Jewellery,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/udayjewelleryindustries/UJI
Uflex,http://www.moneycontrol.com/india/stockpricequote/packaging/uflex/U01
UFM Industries ,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/ufmindustries/UFM
UFO Moviez,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/ufomoviezindia/UMI03
UG Hotels,http://www.moneycontrol.com/india/stockpricequote/hotels/ughotelsresorts/UGH
Ugar Sugar Work,http://www.moneycontrol.com/india/stockpricequote/sugar/ugarsugarworks/USW
Ujaas Energy,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/ujaasenergy/S18
Ujjivan Financi,http://www.moneycontrol.com/india/stockpricequote/financegeneral/ujjivanfinancialservices/UFS01
Ultra Intermed,http://www.moneycontrol.com/india/stockpricequote/chemicals/ultraintermediates/UIL01
Ultracab India,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/ultracabindia/UI20
Ultramarine,http://www.moneycontrol.com/india/stockpricequote/dyespigments/ultramarinepigments/UP02
UltraTechCement,http://www.moneycontrol.com/india/stockpricequote/cementmajor/ultratechcement/UTC01
Uma Fabrics Ltd,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/umafabrics/UFL01
Uma Maheshwari,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/umamaheshwarimills/UMM
Umang Dairies,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/umangdairies/UD01
Umang India Ltd,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/umangindia/UIL
Umedix India,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/umedixindia/UI01
UMI Special Stl,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/umispecialsteel/UMI01
Umiya Tubes,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/umiyatubes/UT03
UMS Radio,http://www.moneycontrol.com/india/stockpricequote/electricals/umsradiofactory/UMS
Uni Abex,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/uniabexalloyproducts/UAA
Uni Metal Alloy,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/unimetalalloys/UMA
Unialkem Fertil,http://www.moneycontrol.com/india/stockpricequote/fertilisers/unialkemfertilizers/UFL02
Unichem Labs,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unichemlaboratories/UL02
Unick Fix-A- Fo,http://www.moneycontrol.com/india/stockpricequote/unickfixafo/unickfixaformprinters/UNICK54150
Unicorn Organic,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unicornorganics/UO
Unicorn Pharma,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unicornpharmaceuticalsindia/UPI
Unicorp,http://www.moneycontrol.com/india/stockpricequote/computershardware/unicorpindustries/UI02
Unified Agro,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/unifiedagro/UA
Uniflex Cables,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/uniflexcables/UC02
Unifrax India,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/unifraxindia/UI14
Uniinfo Telecom,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/uniinfotelecomservicesltd/UTS
Unijolly Invest,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/unijollyinvestmentscompany/UIC
Unilite,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/uniliteindustries/UI03
Uniliv Foods,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/unilivfoods/UF
